,Date,Word,Clue,Primary Cluster,Cluster,ends in question,number words,length of clue,no alphabet characters,is quote,contains underscore,contains asterisk,contains done,number of non-consecutive periods in clue,is ellipsis in clue,avg word length,number commas in clue,percentage words (other than first word) that are upper-case,number non a-z or 1-9 characters in clue,contains e.g.,contains etc.,in vocab
182,10/8/2020,BCC,"Secretly include, maybe",Other,,False,3,23,3,False,False,False,False,0,False,7.0,1,0.0,0.13043478260869565,False,False,False
183,10/2/2019,HELENA,State capital founded during a gold rush,Other,,False,7,40,6,False,False,False,False,0,False,4.857142857142857,0,0.14285714285714285,0.15,False,False,True
184,7/10/2020,HOISTS,Raises,Single Word,,False,1,6,0,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,True
185,9/17/2019,ACT,Make a scene?,Other,,True,3,13,3,False,False,False,False,0,False,3.6666666666666665,0,0.0,0.23076923076923078,False,False,True
186,10/14/2018,FATHERTIME,He's often pictured carrying an hourglass,Other,,False,6,41,6,False,False,False,False,0,False,6.0,0,0.16666666666666666,0.14634146341463414,False,False,False
187,8/21/2021,OREILLY,Auto parts giant,Other,,False,3,16,2,False,False,False,False,0,False,4.666666666666667,0,0.0,0.125,False,False,False
188,2/27/2019,OATH,Inauguration recitation,Other,,False,2,23,1,False,False,False,False,0,False,11.0,0,0.0,0.043478260869565216,False,False,True
189,2/19/2019,TOBE,"With 39- and 40-Across, classic Shakespearean question phonetically suggested by 17-, 23-, 47- and 59-Across",Other,,False,15,108,35,False,False,False,False,0,False,6.266666666666667,3,0.06666666666666667,0.21296296296296297,False,False,True
190,9/22/2019,YASMINE,Woman's name that's one letter off from a fragrant flower,Other,,False,10,57,11,False,False,False,False,0,False,4.8,0,0.1,0.19298245614035087,False,False,False
191,5/25/2021,BOUNTIES,Awards for some hunters,Other,,False,4,23,3,False,False,False,False,0,False,5.0,0,0.0,0.13043478260869565,False,False,False
192,9/10/2019,ALEXIS,"___ de Tocqueville, author of ""Democracy in America""",Other,,False,8,52,13,False,True,False,False,0,False,5.625,1,0.375,0.25,False,False,True
193,2/8/2021,RIA,Narrow inlet,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.0,0.08333333333333333,False,False,True
194,3/16/2019,VOTER,Person who's on a roll,Other,,False,5,22,5,False,False,False,False,0,False,3.6,0,0.2,0.22727272727272727,False,False,True
195,12/11/2019,MONT,"___ Blanc, highest of the Alps",Other,,False,6,30,9,False,True,False,False,0,False,4.166666666666667,1,0.3333333333333333,0.3,False,False,True
196,4/23/2018,SHOOTHOOPS,"Play H-O-R-S-E, say",Other,,False,3,19,7,False,False,False,False,0,False,5.666666666666667,1,0.6666666666666666,0.3684210526315789,False,False,False
197,11/6/2019,TAXI,Curbside call,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.5,0.07692307692307693,False,False,True
198,9/12/2020,WEIR,Small dam,Other,,False,2,9,1,False,False,False,False,0,False,4.0,0,0.0,0.1111111111111111,False,False,True
199,7/23/2020,ROAMED,Didn't stay put,Other,,False,3,15,3,False,False,False,False,0,False,4.333333333333333,0,0.3333333333333333,0.2,False,False,False
200,4/12/2021,THEWESTWING,Onetime TV political drama set in Washington,Other,,False,7,44,6,False,False,False,False,0,False,5.428571428571429,0,0.2857142857142857,0.13636363636363635,False,False,False
201,10/24/2020,ABBA,"""I Do, I Do, I Do, I Do, I Do"" band, 1975",Other,,False,12,41,22,False,False,False,False,0,False,2.5,5,0.75,0.43902439024390244,False,False,True
202,2/11/2020,JOHNMUIR,"Who said ""In every walk with Nature, one receives far more than he seeks""",Other,,False,14,73,16,False,False,False,False,0,False,4.285714285714286,1,0.14285714285714285,0.2191780821917808,False,False,False
203,7/16/2020,TARSI,Ankle bones,Other,,False,2,11,1,False,False,False,False,0,False,5.0,0,0.5,0.09090909090909091,False,False,True
204,6/14/2021,ERIE,Spooky-sounding lake?,Other,,True,2,21,3,False,False,False,False,0,False,10.0,0,0.0,0.14285714285714285,False,False,True
205,4/17/2018,VOWEL,Every other letter in this puzzle's grid(!),Other,,False,7,43,10,False,False,False,False,0,False,5.285714285714286,0,0.0,0.23255813953488372,False,False,True
206,10/23/2021,NMEX,Where I-25 meets I-40: Abbr.,Other,,False,5,28,12,False,False,False,False,1,False,4.8,0,0.6,0.2857142857142857,False,False,False
207,11/6/2018,IMO,Text message qualifier,Other,,False,3,22,2,False,False,False,False,0,False,6.666666666666667,0,0.0,0.09090909090909091,False,False,False
208,7/2/2020,SYRUPY,Saccharine,Single Word,,False,1,10,0,False,False,False,False,0,False,10.0,0,0.0,0.0,False,False,True
209,5/9/2019,YEAST,Brewmaster's need,Other,,False,2,17,2,False,False,False,False,0,False,8.0,0,0.5,0.11764705882352941,False,False,True
210,6/8/2021,WIKIS,Websites that allow collaborative editing,Other,,False,5,41,4,False,False,False,False,0,False,7.4,0,0.0,0.0975609756097561,False,False,False
211,9/6/2021,ATLAS,Book of maps,Other,,False,3,12,2,False,False,False,False,0,False,3.3333333333333335,0,0.3333333333333333,0.16666666666666666,False,False,True
212,10/21/2021,RISE,Shine's partner,Other,,False,2,15,2,False,False,False,False,0,False,7.0,0,0.5,0.13333333333333333,False,False,True
213,6/4/2020,JAFAR,"""Aladdin"" villain",Other,,False,2,17,3,False,False,False,False,0,False,8.0,0,0.0,0.17647058823529413,False,False,False
214,5/17/2018,POSTIT,Something to be stuck on,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.0,0.16666666666666666,False,False,False
215,10/5/2020,TRUSS,Bind tightly,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.5,0.08333333333333333,False,False,True
216,12/9/2019,MASTS,The Mayflower had three of them,Other,,False,6,31,5,False,False,False,False,0,False,4.333333333333333,0,0.16666666666666666,0.16129032258064516,False,False,True
217,8/5/2020,ADELE,She won Album of the Year honors in 2012 and 2017,Other,,False,11,49,18,False,False,False,False,0,False,3.5454545454545454,0,0.2727272727272727,0.20408163265306123,False,False,False
218,8/14/2019,RIVALED,Competed with,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.0,0.07692307692307693,False,False,False
219,11/4/2020,DUB,"Change from ""Gojira"" to ""Godzilla,"" say",Other,,False,6,39,10,False,False,False,False,0,False,5.666666666666667,1,0.3333333333333333,0.2564102564102564,False,False,True
220,6/21/2020,DOGMA,Strongly held beliefs,Other,,False,3,21,2,False,False,False,False,0,False,6.333333333333333,0,0.0,0.09523809523809523,False,False,True
221,10/28/2021,TELL,Poker giveaway,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.5,0.07142857142857142,False,False,True
222,7/7/2021,SCAPULA,Shoulder blade,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.0,0.07142857142857142,False,False,True
223,4/16/2021,ASTANA,Former name of Kazakhstan's capital,Other,,False,5,35,5,False,False,False,False,0,False,6.2,0,0.2,0.14285714285714285,False,False,False
224,8/31/2021,KIA,Sportage maker,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.0,0.07142857142857142,False,False,False
225,9/2/2018,ITEM,Couple,Single Word,,False,1,6,0,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,True
226,7/29/2018,WOOSH,Sound of something rushing by,Other,,False,5,29,4,False,False,False,False,0,False,5.0,0,0.0,0.13793103448275862,False,False,True
227,9/29/2021,TAPIR,Mammal with a prehensile proboscis,Other,,False,5,34,4,False,False,False,False,0,False,6.0,0,0.2,0.11764705882352941,False,False,True
228,6/28/2020,CABS,They might be caught in the rain,Other,,False,7,32,6,False,False,False,False,0,False,3.7142857142857144,0,0.14285714285714285,0.1875,False,False,True
229,5/24/2020,SCAR,What might come with fencing?,Other,,True,5,29,5,False,False,False,False,0,False,5.0,0,0.0,0.1724137931034483,False,False,True
230,8/21/2019,SAT,Stayed on the shelf,Other,,False,4,19,3,False,False,False,False,0,False,4.0,0,0.0,0.15789473684210525,False,False,True
231,9/20/2020,STL,Letters on a Cardinal's cap,Other,,False,5,27,5,False,False,False,False,0,False,4.6,0,0.2,0.18518518518518517,False,False,False
232,10/10/2019,CHE,"Michael of ""Weekend Update"" on ""S.N.L.""",Other,,False,6,39,12,False,False,False,False,3,False,5.666666666666667,0,0.6666666666666666,0.3076923076923077,False,False,True
233,2/18/2021,LSATS,Exams for future J.D.s,Other,,False,4,22,5,False,False,False,False,2,False,4.75,0,0.25,0.22727272727272727,False,False,False
234,8/5/2018,GORGES,Chasms,Single Word,,False,1,6,0,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,True
235,11/5/2020,HASHTAG,Symbol formed by four crossings in this puzzle,Other,,False,8,46,7,False,False,False,False,0,False,4.875,0,0.0,0.15217391304347827,False,False,False
236,7/30/2021,HEARMEOUT,"""Wait, just listen""",Other,,False,3,19,5,True,False,False,False,0,False,5.666666666666667,1,0.0,0.2631578947368421,False,False,False
237,7/30/2021,ATMS,They take cards or cash,Other,,False,5,23,4,False,False,False,False,0,False,3.8,0,0.2,0.17391304347826086,False,False,False
238,2/20/2020,ICEE,Summer cooler,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.5,0.07692307692307693,False,False,False
239,10/6/2021,ODES,Lyric verses,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.0,0.08333333333333333,False,False,True
240,4/14/2021,MENSA,Smart society,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.5,0.07692307692307693,False,False,True
241,2/21/2021,YEAR,Alumni grouping,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,0.0,0.06666666666666667,False,False,True
242,11/29/2018,ANITA,___ Hand (name used for some prank calls),Other,,False,8,41,12,False,True,False,False,0,False,4.25,0,0.125,0.2926829268292683,False,False,True
243,8/26/2020,COMEDYGOLD,Investment for a humorist?,Other,,True,4,26,4,False,False,False,False,0,False,5.75,0,0.0,0.15384615384615385,False,False,False
244,1/13/2021,EXALT,"Write an ode about, perhaps",Other,,False,5,27,5,False,False,False,False,0,False,4.6,1,0.2,0.18518518518518517,False,False,True
245,5/3/2020,MAYI,"""Will you allow me to demonstrate?""",Other,,False,6,35,8,True,False,False,False,0,False,5.0,0,0.0,0.22857142857142856,False,False,False
246,10/24/2019,EDGE,Sharp part,Other,,False,2,10,1,False,False,False,False,0,False,4.5,0,0.0,0.1,False,False,True
247,7/3/2021,CREATUREFEATURE,"""The Fly,"" ""The Host"" or ""The Thing""",Other,,False,7,36,13,True,False,False,False,0,False,4.285714285714286,1,0.7142857142857143,0.3611111111111111,False,False,False
248,6/6/2018,SPF,Letters on a lotion bottle,Other,,False,5,26,4,False,False,False,False,0,False,4.4,0,0.0,0.15384615384615385,False,False,False
249,6/11/2020,ISAAC,One spared by God in a Bible story,Other,,False,8,34,7,False,False,False,False,0,False,3.375,0,0.25,0.20588235294117646,False,False,True
250,8/14/2018,URL,"Address containing ""www""",Other,,False,3,24,4,False,False,False,False,0,False,7.333333333333333,0,0.3333333333333333,0.16666666666666666,False,False,False
251,4/25/2019,EMORY,Research institution in Atlanta,Other,,False,4,31,3,False,False,False,False,0,False,7.0,0,0.5,0.0967741935483871,False,False,False
252,7/22/2020,ASST,Aide: Abbr.,Other,,False,2,11,3,False,False,False,False,1,False,5.0,0,0.5,0.2727272727272727,False,False,False
253,4/10/2020,HELLENIC,Greek,Single Word,,False,1,5,0,False,False,False,False,0,False,5.0,0,0.0,0.0,False,False,True
254,5/13/2020,KNOB,Bygone TV feature,Other,,False,3,17,2,False,False,False,False,0,False,5.0,0,0.6666666666666666,0.11764705882352941,False,False,True
255,9/16/2018,RACY,Blue,Single Word,,False,1,4,0,False,False,False,False,0,False,4.0,0,1.0,0.0,False,False,True
256,6/9/2021,ECIGS,"Modern health risks, for short",Other,,False,5,30,5,False,False,False,False,0,False,5.2,1,0.2,0.16666666666666666,False,False,False
257,9/18/2019,WINDPIPE,Trachea,Single Word,,False,1,7,0,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,True
258,7/4/2019,ITALY,Four-time World Cup champion,Other,,False,4,28,4,False,False,False,False,0,False,6.25,0,0.5,0.14285714285714285,False,False,False
259,5/29/2018,WASP,"Stinger with a slender ""waist""",Other,,False,5,30,6,False,False,False,False,0,False,5.2,0,0.0,0.2,False,False,True
260,3/8/2020,PINTO,Refried bean,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.0,0.08333333333333333,False,False,True
261,10/4/2019,LATHE,Shop spinner,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.5,0.08333333333333333,False,False,True
262,10/28/2019,STUNG,Attacked by hornets,Other,,False,3,19,2,False,False,False,False,0,False,5.666666666666667,0,0.0,0.10526315789473684,False,False,True
263,11/5/2020,GAS,What the sun and Sunoco have in common,Other,,False,8,38,7,False,False,False,False,0,False,3.875,0,0.125,0.18421052631578946,False,False,True
264,1/13/2019,LIBRETTO,Writing of W. S. Gilbert,Other,,False,5,24,6,False,False,False,False,2,False,4.0,0,0.6,0.25,False,False,True
265,5/1/2019,WAD,"Spitball, e.g.",Other,,False,2,14,4,False,False,False,False,2,False,6.5,1,0.5,0.2857142857142857,True,False,True
266,4/6/2020,OLDNICK,Another name for [see shaded squares],Other,,False,6,37,7,False,False,False,False,0,False,5.333333333333333,0,0.0,0.1891891891891892,False,False,False
267,1/3/2018,TANS,Lies in the sun,Other,,False,4,15,3,False,False,False,False,0,False,3.0,0,0.0,0.2,False,False,True
268,5/23/2021,PRESS,Squeeze,Single Word,,False,1,7,0,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,True
269,3/10/2019,CPLS,Two-stripe NCOs: Abbr.,Other,,False,3,22,5,False,False,False,False,1,False,6.666666666666667,0,0.6666666666666666,0.22727272727272727,False,False,False
270,5/31/2020,MOM,Stage ___,Other,,False,2,9,4,False,True,False,False,0,False,4.0,0,0.0,0.4444444444444444,False,False,False
271,4/25/2020,PEN,Cooler,Single Word,,False,1,6,0,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,True
272,9/11/2020,ETA,Seventh of 24,Other,,False,3,13,4,False,False,False,False,0,False,3.6666666666666665,0,0.3333333333333333,0.15384615384615385,False,False,True
273,9/20/2019,DNA,Passed-down code,Self-Referential,,False,2,16,2,False,False,False,False,0,False,7.5,0,0.0,0.125,False,False,False
274,2/11/2018,IDEST,"""That is,"" to Caesar",Other,,False,4,20,6,False,False,False,False,0,False,4.25,1,0.25,0.3,False,False,False
275,1/10/2021,RIOT,___ shield,Other,,False,2,10,4,False,True,False,False,0,False,4.5,0,0.0,0.4,False,False,True
276,3/13/2021,RACEBIB,Marathon runner's wear,Other,,False,3,22,3,False,False,False,False,0,False,6.666666666666667,0,0.3333333333333333,0.13636363636363635,False,False,False
277,9/15/2019,OHIO,Pro Football Hall of Fame locale,Other,,False,6,32,5,False,False,False,False,0,False,4.5,0,0.6666666666666666,0.15625,False,False,True
278,12/25/2017,JADE,Green precious stone,Other,,False,3,20,2,False,False,False,False,0,False,6.0,0,0.3333333333333333,0.1,False,False,True
279,12/15/2020,ADD,"Use a ""+"" sign",Other,,False,4,14,6,False,False,False,False,0,False,2.75,0,0.0,0.42857142857142855,False,False,True
280,12/15/2019,OAT,Bit in a feedbag,Other,,False,4,16,3,False,False,False,False,0,False,3.25,0,0.25,0.1875,False,False,True
281,8/11/2019,EXPO,Brand of markers,Other,,False,3,16,2,False,False,False,False,0,False,4.666666666666667,0,0.3333333333333333,0.125,False,False,False
282,9/6/2020,LICIT,Legal,Single Word,,False,1,5,0,False,False,False,False,0,False,5.0,0,0.0,0.0,False,False,True
283,7/8/2019,MAYO,"Hellmann's product, informally",Other,,False,3,30,4,False,False,False,False,0,False,9.333333333333334,1,0.3333333333333333,0.13333333333333333,False,False,True
284,3/26/2018,NAG,Pester no end,Other,,False,3,13,2,False,False,False,False,0,False,3.6666666666666665,0,0.3333333333333333,0.15384615384615385,False,False,True
285,9/20/2018,IRIS,The rainbow personified,Other,,False,3,23,2,False,False,False,False,0,False,7.0,0,0.0,0.08695652173913043,False,False,True
286,11/23/2019,SITEMAP,Online reference,Other,,False,2,16,1,False,False,False,False,0,False,7.5,0,0.5,0.0625,False,False,False
287,8/2/2020,TRIX,"""Absofruitalicious"" cereal, in ads",Other,,False,4,34,6,False,False,False,False,0,False,7.75,1,0.0,0.17647058823529413,False,False,True
288,8/19/2018,DWEEB,Uncool sort,Other,,False,2,11,1,False,False,False,False,0,False,5.0,0,0.5,0.09090909090909091,False,False,False
289,1/2/2019,COHEIR,Estate sharer,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.5,0.07692307692307693,False,False,True
290,4/11/2019,DIDO,Mischievous trick,Other,,False,2,17,1,False,False,False,False,0,False,8.0,0,0.0,0.058823529411764705,False,False,True
291,5/22/2018,RYDER,U-Haul alternative,Other,,False,2,18,2,False,False,False,False,0,False,8.5,0,0.0,0.1111111111111111,False,False,True
292,5/11/2021,GLEE,Great delight,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.5,0.07692307692307693,False,False,True
293,7/15/2021,CAMEA,"""Along ___ spider ...""",Other,,False,4,22,11,True,True,False,False,0,True,4.75,0,0.0,0.5,False,False,False
294,3/13/2018,JURE,De ___ (legally),Other,,False,3,16,7,False,True,False,False,0,False,4.666666666666667,0,0.3333333333333333,0.4375,False,False,True
295,5/1/2021,ICU,"Frequent setting on ""Chicago Med""",Other,,False,5,33,6,False,False,False,False,0,False,5.8,0,0.4,0.18181818181818182,False,False,False
296,9/13/2020,ITEM,Piece of news,Other,,False,3,13,2,False,False,False,False,0,False,3.6666666666666665,0,0.3333333333333333,0.15384615384615385,False,False,True
297,1/18/2019,HERTZ,First person to broadcast radio waves,Other,,False,6,37,5,False,False,False,False,0,False,5.333333333333333,0,0.0,0.13513513513513514,False,False,True
298,2/4/2021,PED,___ Xing,Other,,False,2,8,4,False,True,False,False,0,False,3.5,0,0.5,0.5,False,False,True
299,8/22/2019,ARABIANSEA,Locale for much of the world's oil shipping,Other,,False,8,43,8,False,False,False,False,0,False,4.5,0,0.125,0.18604651162790697,False,False,False
300,1/26/2021,SEAEAGLE,Fish-eating bird,Other,,False,2,16,2,False,False,False,False,0,False,7.5,0,0.0,0.125,False,False,False
301,6/23/2020,WILDER,"Thornton ___, ""Our Town"" playwright",Other,,False,5,35,10,False,True,False,False,0,False,6.2,1,0.6,0.2857142857142857,False,False,True
302,7/11/2021,LON,"McEachern a.k.a. the ""Voice of Poker""",Other,,False,6,37,10,False,False,False,False,3,False,5.333333333333333,0,0.5,0.2702702702702703,False,False,False
303,10/28/2018,TERI,"Polo of ""The Fosters""",Other,,False,4,21,5,False,False,False,False,0,False,4.5,0,0.75,0.23809523809523808,False,False,True
304,11/11/2018,ISLEY,Brothers' name in R&B,Other,,False,4,21,5,False,False,False,False,0,False,4.5,0,0.25,0.23809523809523808,False,False,False
