,clue,Word,count,other Word results
456120,Somewhat,ABIT,21,"['RATHER', 'INAWAY', 'INASENSE', 'FAIRLY', 'SORTOF', 'ALITTLEBIT', 'AMITE', 'SORTA', 'OFASORT', 'QUASI', 'INPART', 'ALITTLE', 'ATAD']"
159709,Down,SAD,21,"['ILL', 'INAFUNK', 'ABASHED', 'NOTUP', 'GLUM', 'EAT', 'BLUE']"
189582,Fitting,APT,21,"['DUE', 'TRYON', 'APROPOS']"
444134,Skater Midori,ITO,21,[]
210824,Go by,ELAPSE,21,"['PASS', 'LAPSE']"
132051,Confuse,ADDLE,21,"['RAVEL', 'MUDDY', 'BEFOG', 'SNARLUP', 'BLUR', 'FOG']"
131038,Con,ANTI,21,"['SNOWJOB', 'SCAM', 'GYP', 'FELON', 'AGAINST', 'BILK', 'HOAX', 'SWINDLE', 'TRICK', 'INMATE', 'DUPE', 'CHEAT', 'RUSE', 'RIPOFF']"
502100,"Together, in music",ADUE,21,[]
180200,Family nickname,SIS,21,"['AUNTY', 'GRANNIE', 'NANA', 'PAPA']"
135903,Costa ___,RICA,21,"['MESA', 'RICAN']"
363668,Parched,ARID,21,"['BONEDRY', 'DRY', 'SERE', 'ATHIRST']"
50619,Actress Peeples,NIA,21,[]
538648,Wild guess,STAB,21,[]
364487,Part of A.D.,ANNO,21,[]
450879,Some E.R. cases,ODS,21,[]
306383,Margarine,OLEO,21,[]
168972,Elvis's middle name,ARON,21,[]
333308,Ninny,ASS,21,"['OAF', 'TWIT', 'FATHEAD', 'NUMBSKULL', 'DOPE', 'IMBECILE', 'SIMP', 'IDIOT', 'DOLT', 'BOOB', 'DODO', 'GOOSE']"
522516,Violinist Leopold,AUER,21,[]
79890,Beethoven's Third,EROICA,21,[]
483541,Take to court,SUE,21,[]
478160,Supply-and-demand subj.,ECON,21,[]
49194,Actor Beatty,NED,21,[]
477810,Superlative suffix,EST,21,['IEST']
426621,Sea eagle,ERNE,21,['ERN']
469572,Still,YET,21,"['EVEN', 'IDLE', 'SILENCE', 'MUTE', 'STAGNANT', 'ASYET', 'EVENSO', 'INERT', 'CALMED', 'SILENT', 'CALM', 'ATREST', 'SERENE']"
390376,Press,IRON,21,"['URGE', 'ENTREAT', 'INK', 'MEDIA']"
204982,Gen. Robt. ___,ELEE,21,[]
204963,Gen. Bradley,OMAR,21,[]
100589,Business card abbr.,TEL,21,"['RES', 'EXT', 'STE']"
49703,Actor Stephen,REA,21,[]
206218,German article,EIN,21,"['EINE', 'DIE', 'DER', 'DAS', 'EINES', 'EINEN']"
537035,Whichever,ANY,21,['EITHER']
98224,Bub,MAC,21,"['KIDDO', 'SONNY', 'BUSTER']"
292583,Literary inits.,TSE,21,"['ERB', 'EAP', 'RLS', 'GBS']"
462834,Spot,ESPY,20,"['NOTICE', 'LOAN', 'DAPPLE', 'DETECT', 'STAIN', 'MOTTLE', 'DAB', 'LOCATE', 'SPECK', 'AREA', 'EYE', 'PICKLE', 'SITE', 'LOCUS', 'LOCALE', 'TVAD', 'SEE']"
95528,Bridge,SPAN,20,"['JOIN', 'CROSSOVER']"
176526,Exist,ARE,20,[]
118670,Chutzpah,NERVE,20,"['EFFRONTERY', 'HUBRIS', 'GALL', 'BRASS', 'MOXIE']"
91324,Book after Joel,AMOS,20,[]
122132,Cleveland's lake,ERIE,20,[]
68894,Author Ferber,EDNA,20,[]
185621,Fill,SATE,20,"['TAKEUP', 'SATIATE']"
293694,Loads,ALOT,20,"['SLEWS', 'ATON', 'ASLEW', 'AHEAP', 'LOTS', 'ONUSES', 'OCEANS', 'RAFTS']"
80002,"Before, in poetry",ERE,20,[]
552350,Zero,NIL,20,"['LOVE', 'NOTAONE', nan, 'CIPHER', 'NOTANY', 'AUGHT', 'RESET', 'NADA', 'NOTONE', 'NOTAWHIT', 'NONE']"
98606,Buddy,PAL,20,"['CHUM', 'ACE', 'BRO', 'BUB', 'PAISANO', 'KIDDO', 'MATE', 'AMIGO', 'HOMIE', 'MISTER', 'MAC', 'COMPADRE', 'PAISAN']"
164439,Each,PER,20,"['APIECE', 'AHEAD', 'APOP', 'EVERY']"
227878,Hearing-related,AURAL,20,"['AUDITORY', 'OTIC']"
560540,___-Ball (arcade game),SKEE,20,[]
502082,Together,ASONE,20,"['WED', 'INTACT', 'ASATEAM', 'UNITED', 'INTANDEM', 'HANDINHAND', 'ONE', 'INUNISON', 'ATATIME', 'INALL', 'INSYNC', 'ASAUNIT', 'ENMASSE']"
75553,Baseball family name,ALOU,20,[]
184169,Feudal lord,LIEGE,20,[]
212944,Golfer Ballesteros,SEVE,20,[]
50431,Actress Lena,OLIN,20,[]
487352,Tennis call,LET,20,[]
354950,Oodles,ALOT,20,"['SLEWS', 'ATON', 'AHEAP', 'GOBS', 'TONS', 'LOTS', 'SCADS', 'HEAPS', 'PILES', 'MANY', 'OCEANS', 'AGOB']"
50851,Actress Turner,LANA,20,[]
4629,"""Cool!""",NEATO,20,"['GROOVY', 'NEAT', 'RAD']"
251190,Israel's Abba,EBAN,20,[]
295138,Long time,EON,20,"['AGE', 'MILLENIUM', 'YEARS', 'AGES', 'EPOCH', 'DOGSAGE', 'AEONS', 'AEON', 'ERA']"
248984,Intrinsically,PERSE,20,"['ATHEART', 'IPSOFACTO']"
52359,Advantage,EDGE,20,"['AVAIL', 'LEGUP', 'PLUS', 'SAKE', 'ASSET', 'USE']"
74754,"Barely make, with ""out""",EKE,20,[]
430842,Seep,OOZE,20,[]
24120,"""The Thin Man"" dog",ASTA,20,[]
504710,Touched down,ALIT,20,[]
223178,Hankering,YEN,20,"['URGE', 'THIRST', 'WISH', 'ITCH', 'WANT']"
205405,Genetic stuff,RNA,20,['DNA']
559088,___ of Man,ISLE,20,[]
222190,Ham it up,EMOTE,20,['OVERACT']
326939,Nabisco cookie,OREO,20,[]
265431,Justice Kagan,ELENA,20,[]
325556,Must,HASTO,20,"['NEEDSTO', 'HAVENEEDTO', 'NEEDTO', 'HAVETO']"
204942,Gen ___,XER,20,"['XERS', 'YER']"
314792,Mimic,APER,20,"['ACTLIKE', 'PARROT', 'ECHO', 'APE', 'ECHOER', 'COPYCAT', 'MYNA']"
92006,Border on,ABUT,20,[]
55230,Algerian port,ORAN,20,[]
192178,Flub,ERR,20,"['ERROR', 'GOOF', 'FUMBLE', 'BOTCH', 'MISCUE']"
130365,Composer Khachaturian,ARAM,20,[]
281598,Lhasa ___,APSO,20,['APSOS']
122727,Close,NEAR,20,"['ATHAND', 'END', 'SIMILAR', 'SHUT', 'NOTFAR', 'FINISH', 'TIGHT', 'NIGH', 'ONINTIMATETERMS', 'SEAL', 'NEARBY', 'BYANOSE', 'IMMINENT']"
469735,Stimpy's TV pal,REN,20,[]
530134,Western treaty grp.,OAS,20,[]
555165,___ Lama,DALAI,20,[]
220735,Had,ATE,20,"['DUPED', 'OWNED']"
441847,Singer James,ETTA,20,[]
243165,In,ATHOME,20,"['AMID', 'AMIDST', 'CHIC', 'HIP', 'ALAMODE', 'TRENDY', 'ELECTEE', 'HOT', 'POPULAR', 'ENTREE']"
243573,In addition,ALSO,20,"['ASWELL', 'AND', 'YET', 'AGAIN', 'ATTHAT', 'PLUS', 'BESIDES', 'TOO', 'ELSE']"
459725,Spanish bear,OSO,20,[]
28953,"""You said it!""",AMEN,20,"['AMENTOTHAT', 'WORD', 'ANDHOW', 'TRUEDAT']"
127755,Commedia dell'___,ARTE,20,['ARTES']
476037,Suffix with pay,OLA,20,[]
129737,Competent,ABLE,20,['CAPABLE']
323420,Mrs. Gorbachev,RAISA,20,[]
28521,"""Yikes!""",EGAD,20,"['HOLYSMOKE', 'YEOW', 'LANDSAKESALIVE', 'UHOH', 'OMIGOSH', 'HEAVENSTOBETSY', 'JEEPERSCREEPERS', 'GAD', 'ACK', 'OHNO', 'EGADS', 'HOLYCOW', 'EEK']"
556941,___ about (approximately),ONOR,20,[]
422021,"San ___, Italy",REMO,20,[]
128858,Commotion,ADO,20,"['FLAP', 'POTHER', 'HOOPLA', 'YELLING', 'STIR', 'HOOHA', 'FUROR', 'HULLABALOO', 'HUBBUB', 'WELTER', 'FUSS', 'CLAMOR', 'SCENE', 'CLATTER', 'UPROAR', 'TODO']"
47308,About,ASTO,20,"['ASFOR', 'AROUND', 'ASTIR', 'ORSO', 'ANENT', 'CIRCA', 'INRE', 'NEAR']"
116,"""... ___ saw Elba""",EREI,20,[]
172663,Envelope abbr.,ATTN,20,"['STE', 'ENC', 'ATT']"
542957,Within: Prefix,ENTO,20,['ENDO']
17831,"""Phooey!""",RATS,19,"['NUTS', 'PAH', 'BAH', 'CRUD', 'OHDARN', 'DARNIT', 'FIE', 'DARN', 'PSHAW', 'DANG', 'NERTS', 'DASHIT', 'DRAT', 'DANGIT']"
116227,Chicken ___ king,ALA,19,[]
24152,"""The Time Machine"" race",ELOI,19,[]
356246,Opposite of paleo-,NEO,19,[]
346397,Olive ___,OYL,19,['DRABS']
439739,Sicilian spouter,ETNA,19,[]
80004,"Before, in verse",ERE,19,[]
371903,"Perlman of ""Cheers""",RHEA,19,[]
373787,Philosopher Descartes,RENE,19,[]
547279,Work units,ERGS,19,[]
83242,Big ___,BEN,19,"['SUR', 'TOP', 'MAMA', 'MAC', 'TEN', 'EAST']"
83246,Big ___,SUR,19,"['BEN', 'TOP', 'MAMA', 'MAC', 'TEN', 'EAST']"
311234,Memo abbr.,ATTN,19,[]
214887,Grad,ALUM,19,[]
466128,Start,ONSET,19,"['WINCE', 'SCARE', 'ACTIVATE', 'SETOUT', 'GETGO', 'ADVENT', 'INTRO', 'INITIATE', 'STRIKEUP', 'SEED', 'OUTSET', 'DAWN']"
431742,Send out,EMIT,19,['RADIATE']
82797,Biblical verb ending,ETH,19,['EST']
483017,Take advantage of,USE,19,"['TRADEON', 'EXPLOIT']"
130326,Composer Bartok,BELA,19,[]
370215,Pelvic bones,ILIA,19,['SACRA']
86677,Bit,TAD,19,"['SMIDGEN', 'MORSEL', 'IOTA', 'SNIP', 'DAB', 'CRUMB', 'JOT', 'FELLFORIT', 'OUNCE', 'ATOM', 'SMIDGE', 'MITE', 'SHRED']"
460892,Speechify,ORATE,19,[]
264321,Judge,DEEM,19,"['ARBITER', 'DECIDER', 'CRITIC', 'PASSON', 'RATER', 'ESTIMATE', 'TRIER', 'ASSESS', 'RATE']"
456124,Somewhat,ATAD,19,"['RATHER', 'INAWAY', 'INASENSE', 'FAIRLY', 'SORTOF', 'ALITTLEBIT', 'AMITE', 'SORTA', 'OFASORT', 'ABIT', 'QUASI', 'INPART', 'ALITTLE']"
102432,Cabinet dept.,AGR,19,"['HUD', 'ENER', 'EDUC']"
276249,Latin 101 verb,ESSE,19,"['AMAS', 'AMAT', 'AMO']"
555087,___ Khan,AGA,19,['ALY']
205387,Genetic letters,RNA,19,['DNA']
188305,First name in mysteries,ERLE,19,"['AGATHA', 'ELLERY', 'NGAIO']"
189416,Fit,ABLE,19,"['WELL', 'MESHED', 'ATHLETIC', 'TRIM', 'TONED', 'APROPOS', 'INSHAPE', 'SUIT', 'TANTRUM', 'MAKESENSE', 'SUITED', 'SEIZURE', 'HALE', 'SPASM', 'INTHEPINK']"
49551,Actor Milo,OSHEA,19,[]
560921,___-di-dah,LAH,19,[]
197410,Foxy,SLY,19,[]
441467,Simplicity,EASE,19,[]
483346,Take on,HIRE,19,"['DARE', 'LADE', 'ASSUME', 'ENGAGE', 'ADOPT', 'TACKLE']"
560166,___ tide,NEAP,19,[]
10078,"""How was ___ know?""",ITO,19,[]
395772,Pull (in),REIN,19,['REEL']
424204,Scent,ODOR,19,"['SMELL', 'AROMA']"
86331,Bird: Prefix,AVI,19,[]
50871,Actress Verdugo,ELENA,19,[]
32525,"""___ tu"" (Verdi aria)",ERI,19,[]
556966,___ acid,AMINO,19,"['ACETIC', 'FOLIC', 'MALIC', 'NITRIC', 'BORIC', 'CITRIC', 'OLEIC']"
198748,French friend,AMI,19,['AMIE']
65804,As well,TOO,19,"['ALSO', 'TOBOOT', 'ELSE']"
510372,Turkish title,AGHA,19,"['AGA', 'PASHA']"
485410,Tater,SPUD,19,[]
164610,Ear-related,OTIC,19,['AURAL']
10521,"""I cannot tell ___""",ALIE,19,[]
421951,San Francisco's ___ Hill,NOB,19,[]
240428,Hydrocarbon suffix,ANE,19,['ENE']
115529,Chemical suffix,IDE,19,"['INE', 'ENE', 'ASE', 'ANE']"
116888,China's Zhou ___,ENLAI,19,[]
89723,Blunder,ERR,19,"['SLIPUP', 'ERROR', 'GOOF', 'FLUB', 'MISSTEP', 'GAFFE']"
301206,Mailed,SENT,19,['SENTTO']
32796,"""___, Brute?""",ETTU,19,[]
31615,"""___ kleine Nachtmusik""",EINE,19,[]
549624,X,TEN,19,"['CHI', 'CANCEL', 'DELETE', 'SMACK', 'MARK', 'UNKNOWNQUANTITY', 'KISS']"
49275,Actor Davis,OSSIE,19,[]
174051,Et ___,ALII,19,"['ALIA', 'CETERA']"
314791,Mimic,APE,19,"['ACTLIKE', 'PARROT', 'ECHO', 'ECHOER', 'APER', 'COPYCAT', 'MYNA']"
460558,Special ___,OPS,19,['EFFECTS']
397428,Put on,DON,19,"['AIR', 'TELECAST', 'GAIN', 'AIRED', 'DONNED', 'WORE', 'ADDED', 'STAGE', 'APPLY', 'ADD', 'STAGED', 'WEAR', 'LOAD', 'LADE', 'HOAX', 'APPLIED', 'LADED', 'FEIGN']"
558633,___ king,ALA,19,[]
266705,Key,ISLET,19,"['ISLE', 'CENTRAL', 'OPERATIVE', 'CRUCIAL', 'MAIN', 'CRITICAL', 'VITAL', 'OPENER']"
193308,Following,AFTER,19,"['ALA', 'SECT', 'THEN', 'INTOW', 'NEXT', 'ENSUING', 'ENTOURAGE']"
469931,Stir up,ROIL,19,"['ROUSE', 'EVOKE', 'FOMENT', 'ENGENDER', 'PROVOKE', 'FAN', 'ANIMATE', 'AROUSE', 'AGITATE', 'RILE', 'STOKE', 'INCITE']"
413156,Rights org.,ACLU,19,"['ASCAP', 'CORE']"
389067,Prefix with phobia,ACRO,19,"['XENO', 'AGORA']"
315327,Minneapolis suburb,EDINA,19,[]
299116,Lush,SOT,18,"['VERDANT', 'DIPSO', 'WINO', 'SOUSE', 'BOOZER', 'TOPER']"
302676,Make sense,ADDUP,18,[]
115,"""... ___ quit!""",ORI,18,[]
492169,Theater award,OBIE,18,['TONY']
172097,Enter,GOIN,18,"['INPUT', 'STEPIN', 'GETINTO', 'TYPE', 'STEPINTO', 'TYPEIN', 'COMEINTO', 'GOINTO']"
447935,Smidgen,TAD,18,"['IOTA', 'BIT', 'DAB', 'SPECK', 'JOT', 'DRIB', 'ATOM', 'WEEBIT', 'SKOSH', 'MITE']"
59564,Angers,IRES,18,"['UPSETS', 'STEAMS', 'SPLEENS', 'RILES']"
504023,Tops,AONE,18,"['HATS', 'FIRST', 'CRESTS', 'THEBEST', 'ATMOST', 'BEST', 'GRADEA', 'BEATS', 'NUMBERONE', 'SHIRTS', 'EXCEEDS', 'TERRIFIC', 'APEXES', 'ACES', 'OUTSHINES', 'ACMES', 'BRAS', 'BESTS', 'RATEDA', 'SUPERB', 'ONEUPS', 'LIDS', 'CAPS', 'BETTERS']"
31374,"""___ had it!""",IVE,18,[]
369779,Pearl Buck heroine,OLAN,18,[]
105748,Capek play,RUR,18,[]
31627,"""___ la Douce""",IRMA,18,[]
292582,Literary inits.,RLS,18,"['TSE', 'ERB', 'EAP', 'GBS']"
249218,Inventor Howe,ELIAS,18,[]
521878,Vietnam's capital,HANOI,18,[]
435321,Sharpen,HONE,18,"['WHET', 'STROP', 'EDGE']"
53498,Ages and ages,EON,18,"['EONS', 'EPOCH', 'AEONS', 'AEON']"
139157,Craze,MANIA,18,"['FAD', 'RAGE']"
150461,Designer Geoffrey,BEENE,18,[]
199028,French seasoning,SEL,18,[]
17762,"""Peter Pan"" dog",NANA,18,[]
28699,"""You bet!""",YES,18,"['SURE', 'ILLSAY', 'OKAY', 'YESSIR', 'ISUREDO', 'YEAH', 'OHYEAH', 'COUNTONIT']"
65023,Art ___,DECO,18,[]
17817,"""Phooey!""",BAH,18,"['NUTS', 'PAH', 'CRUD', 'OHDARN', 'DARNIT', 'FIE', 'DARN', 'PSHAW', 'DANG', 'NERTS', 'RATS', 'DASHIT', 'DRAT', 'DANGIT']"
96170,Bring in,EARN,18,"['REAP', 'ARREST', 'IMPORT', 'FETCH', 'NET']"
461562,Spine-tingling,EERIE,18,['SCARY']
104037,Cambodia's Lon ___,NOL,18,[]
457118,Sort,ILK,18,"['TYPE', 'STRIPE', 'GENRE', 'COLLATE', 'KIND', 'MANNER']"
179236,Fair,EXPO,18,"['EVEN', 'CRICKET', 'SUNNY', 'ETHICAL', 'SOSO', 'CLEAR', 'EVENSTEVEN', 'UNBIASED', 'AVERAGE', 'NOTBAD', 'JUST', 'NOTSOBAD', 'EQUITABLE', 'EVENHANDED']"
517130,Up,ATBAT,18,"['AWAKE', 'PERKY', 'HIKE', 'HAPPY', 'RAISE', 'AWOKEN', 'ELEVATE', 'EACH', 'ALOFT', 'BOOST', 'AHEAD', 'ASTIR', 'INCREASE', 'NORTH', 'RISEN', 'ADDTO', 'ARISEN']"
152022,Diarist Nin,ANAIS,18,[]
423302,Saw,ADAGE,18,"['SAYING', 'PROVERB', 'CUTTER', 'NOTICED', 'DATED', 'EYED', 'CLICHE', 'ESPIED', 'AXIOM', 'MAXIM', 'GRASPED']"
423710,Scads,ALOT,18,"['ATON', 'AHEAP', 'TONS', 'OODLES']"
179540,"Falco of ""The Sopranos""",EDIE,18,[]
463714,Spud,TATER,18,['POTATO']
549182,Writer Wiesel,ELIE,18,[]
50931,Actress ___ Dawn Chong,RAE,18,[]
558121,___ es Salaam,DAR,18,[]
191105,Flight,LAM,18,"['STAIRCASE', 'STAIRS', 'WING']"
210780,Go bad,ROT,18,"['SPOIL', 'TURN', 'SOUR']"
560329,___ voce,SOTTO,18,[]
376065,Pince-___,NEZ,18,[]
376287,Pinnacle,ACME,18,"['APEX', 'HEIGHT', 'ZENITH', 'TIPTOP', 'TOP', 'PEAK', 'IDEAL']"
88057,Blacken,CHAR,18,"['TAR', 'SMEAR', 'SEAR', 'DEFAME']"
125176,Collar,NAB,18,"['APPREHEND', 'SEIZE', 'ARREST']"
190939,Fleur-de-___,LYS,18,['LIS']
518687,Utmost,NTH,18,"['EXTREME', 'NTHDEGREE']"
159837,Downed,ATE,18,['EATEN']
240469,Hydroxyl compound,ENOL,18,[]
206216,German article,DER,18,"['EINE', 'DIE', 'DAS', 'EINES', 'EINEN', 'EIN']"
84923,Big rig,SEMI,18,[]
73056,Ballpark fig.,EST,18,"['ERA', 'MGR', 'RBI']"
164436,Each,APIECE,18,"['PER', 'AHEAD', 'APOP', 'EVERY']"
274579,Langston Hughes poem,ITOO,18,[]
65671,As a result,ERGO,18,"['HENCE', 'THUS']"
411962,Reverse,UNDO,18,"['GOBACKON', 'COUNTER']"
30972,"""___ bin ein Berliner""",ICH,18,[]
230546,High dudgeon,IRE,18,['WRATH']
100346,Bury,INTER,18,"['ENTOMB', 'INHUME', 'INURN', 'LAYTOREST', 'HIDE']"
57180,Alternatively,ELSE,18,"['IFNOT', 'INSTEAD']"
558808,___ many words,INSO,18,[]
272619,La ___ Tar Pits,BREA,18,[]
309377,Meager,SCANT,18,"['SKIMPY', 'SLIM', 'POOR', 'LEAN', 'SCANTY', 'SPARSE']"
395575,Puerto ___,RICO,18,['RICAN']
96273,Bring up,REAR,18,"['HIKE', 'RAISE', 'HOIST', 'ELEVATE', 'EVOKE', 'CITE', 'MENTION', 'INVOKE', 'BROACH']"
80011,"Before, poetically",ERE,18,[]
2837,"""Beetle Bailey"" dog",OTTO,18,[]
181423,Fashion inits.,YSL,18,['DKNY']
30532,"""___ Tu"" (1974 hit)",ERES,18,[]
266613,Kerfuffle,ADO,18,"['FLAP', 'TUMULT', 'STIR', 'HOOHA', 'ROW', 'FUSS', 'TODO']"
538462,Wife of Jacob,LEAH,18,[]
116875,China's Chou En-___,LAI,18,[]
259290,Itinerary word,VIA,18,[]
258786,Itch,YEN,18,['URGE']
407129,Region,AREA,18,"['CLIME', 'ZONE', 'REALM']"
237921,Hotelier Helmsley,LEONA,18,[]
543845,Wonderment,AWE,18,[]
2927,"""Ben-___""",HUR,18,[]
79836,Beethoven dedicatee,ELISE,18,[]
381997,Poet Teasdale,SARA,18,[]
50706,Actress Rowlands,GENA,18,[]
267612,Kind,ILK,18,"['HUMANE', 'SORT', 'TYPE', 'FRIENDLY', 'CLASS', 'GENRE']"
510198,Turf,SOD,18,"['SWARD', 'AREA']"
388862,Prefix with friendly,ECO,18,[]
560620,___-European,INDO,18,[]
229412,Hence,ERGO,18,['THUS']
83384,Big bird,EMU,18,"['TOM', 'CONDOR', 'ROC']"
91097,Bone: Prefix,OSTEO,18,"['OSSE', 'OSSEO', 'OSTE']"
158304,Doll's cry,MAMA,18,[]
192390,Fly high,SOAR,18,[]
49365,Actor Guinness,ALEC,18,[]
65801,As well,ALSO,18,"['TOBOOT', 'TOO', 'ELSE']"
154473,Discharge,EGEST,18,"['EMISSION', 'EXPEL', 'EMIT', 'LETGO']"
559724,___ salts,EPSOM,18,[]
463036,Spots,ADS,18,"['SITES', 'ESPIES', 'SEES', 'LOCALES', 'DETECTS', 'AREAS', 'STAINS', 'SETSEYESON', 'LOCATIONS', 'LOCI']"
147465,Declare,AVER,18,"['ENOUNCE', 'PROFESS', 'STATE', 'ASSERT', 'SAY', 'AVOW', 'ALLEGE']"
62496,Applications,USES,18,[]
552466,Zhou ___,ENLAI,18,[]
446631,Slugger's stat,RBI,18,"['HRS', 'RBIS']"
360288,Overhaul,REDO,18,"['REWORK', 'RETOOL', 'REFIT', 'REHAB', 'REVAMP', 'RENEW']"
542906,Withered,SERE,18,[]
358140,Organic compound,ENOL,18,['STEROL']
170319,End of ___,ANERA,17,[]
552571,Zip,NADA,17,"['NIL', 'NOTAONE', 'DART', 'ZEST', 'PEP', 'NONEATALL', 'SPICE', 'TEAR', 'NONE', 'GUSTO', 'NOTONE', 'OOMPH', 'JACKSQUAT', 'VIM', 'GOOSEEGG', 'ENERGY', 'ELAN', 'ZOOM']"
4502,"""Comin' ___ the Rye""",THRO,17,[]
118488,Church council,SYNOD,17,[]
301122,Maiden name preceder,NEE,17,[]
364857,Part of R.S.V.P.,SIL,17,"['PLAIT', 'VOUS']"
63800,Arctic explorer John,RAE,17,[]
401022,Radiate,EMIT,17,"['EFFUSE', 'EXUDE']"
117898,Chow,EATS,17,"['GRUB', 'VITTLES', 'FOOD']"
117676,Chop ___,SUEY,17,[]
117615,Choose,OPT,17,"['PICK', 'ELECT', 'SELECT', 'TAP', 'GOFOR']"
147069,"Debussy's ""La ___""",MER,17,[]
321601,Mother-of-pearl,NACRE,17,[]
360913,Owns,HAS,17,['AVOWS']
156029,Diva's delivery,ARIA,17,[]
281072,Letters before an alias,AKA,17,[]
390831,Price abbr.,CTS,17,[]
223180,Hankerings,YENS,17,['URGES']
55284,Alias,AKA,17,[]
479023,"Susan of ""L.A. Law""",DEY,17,[]
426421,Scruff,NAPE,17,[]
154475,Discharge,EMIT,17,"['EMISSION', 'EGEST', 'EXPEL', 'LETGO']"
280007,Les ___-Unis,ETATS,17,[]
415087,Robust,HALE,17,"['STRAPPING', 'HEARTY', 'WELLFED', 'STOUT', 'STURDY', 'HARDY', 'FIT', 'LUSTY']"
363511,Paradise,EDEN,17,"['HEAVEN', 'BLISS', 'UTOPIA', 'XANADU']"
560957,___-eyed,SLOE,17,"['DEWY', 'MISTY', 'PIE', 'DOE']"
26461,"""Vive ___!""",LEROI,17,[]
555419,___ Maria,TIA,17,"['SANTA', 'AVE']"
444981,Sky-blue,AZURE,17,[]
364361,Part,ROLE,17,"['SEGMENT', 'SEPARATE', 'AREA']"
226274,Hawaii's state bird,NENE,17,[]
294844,Lone Star State sch.,UTEP,17,"['TCU', 'SMU']"
50512,Actress Massey,ILONA,17,[]
20538,"""Sprechen ___ Deutsch?""",SIE,17,[]
202697,Gallic girlfriend,AMIE,17,[]
202408,Gaelic,ERSE,17,[]
397818,Put up with,ABIDE,17,"['ACCEPT', 'STAND', 'BEAR', 'ABIDED', 'LUMPED', 'BROOK', 'ENDURE', 'TOLERATE']"
435909,Sheeplike,OVINE,17,['WOOLY']
61702,Any ship,SHE,17,['HER']
212951,Golfer Ernie,ELS,17,[]
558001,___ dixit,IPSE,17,[]
486184,Tease,RIB,17,"['FLIRT', 'TWIT', 'JOSH', 'NEEDLE', 'RAZZ', 'KID', 'BAIT', 'GOOFON', 'LOLITA', 'RIDE', 'RAGON', 'RAG']"
14730,"""Me neither""",NORI,17,[]
476200,Suffix with switch,EROO,17,[]
368443,Pasture,LEA,17,"['FIELD', 'MEADOW']"
415384,Rock's Motley ___,CRUE,17,[]
193381,"Fond du ___, Wis.",LAC,17,[]
556153,___ Romeo,ALFA,17,[]
469560,Still,ATREST,17,"['EVEN', 'IDLE', 'SILENCE', 'MUTE', 'STAGNANT', 'ASYET', 'EVENSO', 'YET', 'INERT', 'CALMED', 'SILENT', 'CALM', 'SERENE']"
267345,Kidney-related,RENAL,17,[]
159380,Double curve,ESS,17,"['OGEE', 'SSHAPE']"
506829,Trap,SNARE,17,"['PIEHOLE', 'YAP', 'KISSER', 'TREE', 'SETUP', 'ENSNARE', 'WEB']"
434142,"Sgt., e.g.",NCO,17,[]
260322,Jackie's second,ARI,17,[]
437542,Short,SHY,17,"['INTHEHOLE', 'ABRUPT', 'TERSE', 'BRUSQUE', 'BRIEF', 'CURT']"
533573,What's more,ALSO,17,"['ANOTHERONE', 'AND', 'EXTRA', 'PLUS']"
412609,Rich soil,LOAM,17,[]
479842,Sweetie,HON,17,"['BABE', 'CUTIEPIE', 'BABYCAKES', 'TOOTS', 'LAMB', 'BAE', 'SUGAR', 'DEAR', 'ANGEL', 'HONEY', 'BEAU', 'DOLL']"
11124,"""I'll take that as ___""",ANO,17,[]
344154,Oil of ___,OLAY,17,[]
560909,___-de-sac,CUL,17,[]
329122,Ne plus ultra,ACME,17,"['IDEAL', 'APEX']"
430633,Seed covering,ARIL,17,['TESTA']
8461,"""Gotcha!""",AHA,17,"['ISEE', 'IDIG', 'HAH']"
48528,Acid,LSD,17,['CAUSTIC']
167226,Egg: Prefix,OVI,17,['OVO']
499631,Time in history,ERA,17,"['AGE', 'EON']"
398131,Puts up,ERECTS,17,"['OFFERS', 'REARS', 'HANGS', 'RAISES', 'POSTS']"
50802,Actress Swenson,INGA,17,[]
297207,Lots,ATON,17,"['QUITEABIT', 'SLEWS', 'AHEAP', 'GOBS', 'REAMS', 'AHOST', 'AGOB', 'HORDES', 'OCEANS', 'RAFTS', 'TONS', 'PLENTY', 'BARRELS', 'PILES', 'ALOAD', 'OODLES', 'ASLEW', 'SCADS', 'REALTY', 'MANY']"
405175,Recently,OFLATE,17,[]
487460,Tennis score,ADIN,17,['LOVE']
388741,Prefix with classical,NEO,17,[]
196328,Formerly,NEE,17,"['ATONETIME', 'ERST', 'ONCE']"
294254,Lock of hair,TRESS,17,[]
502102,"Together, musically",ADUE,17,[]
449874,Society page word,NEE,17,[]
554717,___ Hari,MATA,17,[]
290902,Likely,APT,17,[]
189799,Fix,RIG,17,"['REDO', 'CURE', 'SPAY', 'AMEND', 'RIVET', 'MESS', 'DESEX', 'ASSIGN', 'ALTER', 'JAM', 'FASTEN', 'SCRAPE', 'DEFINE', 'SET', 'MEND', 'REMEDY', 'REPAIR', 'NEUTER', 'EMEND', 'PUT']"
161709,Drive-___,THRU,17,['INS']
539674,Wine: Prefix,OENO,17,['OEN']
230212,Hi-___ monitor,RES,17,[]
449220,So,ERGO,17,"['TRUE', 'THEN', 'QUITE', 'VERY', 'THUS']"
