,Date,Word,Clue,_f_number words,_f_length of clue,_f_avg word length,_f_percentage words that are upper-case,_f_ends in question,_f_no alphabet characters,_f_is quote,_f_contains underscore,_f_contains asterisk,_f_number of non-consecutive periods in clue,_f_is ellipsis in clue,_f_number commas in clue,_f_number non a-z or 1-9 characters in clue,_f_contains e.g.,_f_contains etc.,_f_contains in short,_f_contains briefly,_f_contains dir.,_f_contains bible clue,"_f_contains ,maybe or ,perhaps",_f_contains word before,_f_MentionsProfession
19140,2/25/2021,OCTANT,"Piece of the pie, perhaps",5,25,4.2,0.0,False,5,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
19229,2/24/2021,ETAL,"Abbr. after the third co-author, perhaps",6,40,5.833333333333333,0.16666666666666666,False,8,False,False,False,1,False,1,0.2,False,False,False,False,False,False,True,False,True
19250,2/23/2021,EMIR,"Leader of an oil-rich land, maybe",6,33,4.666666666666667,0.16666666666666666,False,7,False,False,False,0,False,1,0.21212121212121213,False,False,False,False,False,False,True,False,False
19335,2/22/2021,GALA,"Black-tie charity event, maybe",4,30,6.75,0.25,False,5,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
19444,2/21/2021,OTHER,"Last option in a list, maybe",6,28,3.8333333333333335,0.0,False,6,False,False,False,0,False,1,0.21428571428571427,False,False,False,False,False,False,True,False,False
19591,2/19/2021,TUSKS,"Protrusions near a trunk, maybe",5,31,5.4,0.0,False,5,False,False,False,0,False,1,0.16129032258064516,False,False,False,False,False,False,True,False,False
19691,2/18/2021,ONEREEL,"Length of a short, maybe",5,24,4.0,0.2,False,5,False,False,False,0,False,1,0.20833333333333334,False,False,False,False,False,False,True,False,False
20123,2/13/2021,PREENS,"Gets ready for a date, maybe",6,28,3.8333333333333335,0.0,False,6,False,False,False,0,False,1,0.21428571428571427,False,False,False,False,False,False,True,False,False
20160,2/12/2021,ITSABOY,"Postdelivery announcement, maybe",3,32,10.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.09375,False,False,False,False,False,False,True,False,False
20259,2/11/2021,GORE,"Feature of a creature feature, perhaps",6,38,5.5,0.0,False,6,False,False,False,0,False,1,0.15789473684210525,False,False,False,False,False,False,True,False,False
20348,2/9/2021,ADA,"___-compliant (wheelchair-accessible, maybe)",3,44,14.0,0.0,False,10,False,True,False,0,False,1,0.22727272727272727,False,False,False,False,False,False,True,False,False
20514,2/7/2021,PIVOTS,"Changes topics in a debate, perhaps",6,35,5.0,0.0,False,6,False,False,False,0,False,1,0.17142857142857143,False,False,False,False,False,False,True,False,False
20672,2/5/2021,NEWDAD,"Pop up a lot, perhaps?",5,22,3.6,0.2,True,6,False,False,False,0,False,1,0.2727272727272727,False,False,False,False,False,False,True,False,False
20831,2/3/2021,STOOL,"Seat at a counter, maybe",5,24,4.0,0.0,False,5,False,False,False,0,False,1,0.20833333333333334,False,False,False,False,False,False,True,False,False
20835,2/3/2021,PIN,"Balloon popper, perhaps",3,23,7.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.13043478260869565,False,False,False,False,False,False,True,False,False
20864,2/3/2021,ORDER,"#1 at McDonalds, maybe",4,22,4.75,0.25,False,6,False,False,False,0,False,1,0.22727272727272727,False,False,False,False,False,False,True,False,False
21157,1/30/2021,SUITE,"Doctor's office, maybe",3,22,6.666666666666667,0.3333333333333333,False,4,False,False,False,0,False,1,0.18181818181818182,False,False,False,False,False,False,True,False,True
21163,1/30/2021,CASING,"Shell, maybe",2,12,5.5,0.5,False,2,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
21182,1/30/2021,ESTATE,"Subject of a family feud, maybe",6,31,4.333333333333333,0.0,False,6,False,False,False,0,False,1,0.1935483870967742,False,False,False,False,False,False,True,False,False
21225,1/29/2021,SENT,"Email notification, maybe",3,25,7.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.12,False,False,False,False,False,False,True,False,False
21250,1/29/2021,PER,"/, maybe",2,8,3.5,0.0,False,3,False,False,False,0,False,1,0.375,False,False,False,False,False,False,True,False,False
21295,1/28/2021,ARSONIST,"One committing insurance fraud, maybe",5,37,6.6,0.0,False,5,False,False,False,0,False,1,0.13513513513513514,False,False,False,False,False,False,True,False,False
21502,1/25/2021,SCAN,"Digital picture, maybe",3,22,6.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.13636363636363635,False,False,False,False,False,False,True,False,False
21509,1/25/2021,DYE,"Cover gray, perhaps",3,19,5.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.15789473684210525,False,False,False,False,False,False,True,False,False
21624,1/24/2021,TANKUP,"Prepare for a road trip, perhaps",6,32,4.5,0.16666666666666666,False,6,False,False,False,0,False,1,0.1875,False,False,False,False,False,False,True,False,False
21641,1/24/2021,INKMARK,"Result of a breast pocket mishap, maybe",7,39,4.714285714285714,0.0,False,7,False,False,False,0,False,1,0.1794871794871795,False,False,False,False,False,False,True,False,False
21687,1/24/2021,HAM,"Attention hog, maybe",3,20,6.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.15,False,False,False,False,False,False,True,False,False
21732,1/23/2021,TELLS,"Restless movements, maybe",3,25,7.666666666666667,0.0,False,3,False,False,False,0,False,1,0.12,False,False,False,False,False,False,True,False,False
21766,1/22/2021,PLAYSET,"Two swings and a slide, maybe",6,29,4.0,0.0,False,6,False,False,False,0,False,1,0.20689655172413793,False,False,False,False,False,False,True,False,False
21894,1/20/2021,ART,"An oil, maybe",3,13,3.6666666666666665,0.0,False,3,False,False,False,0,False,1,0.23076923076923078,False,False,False,False,False,False,True,False,False
22006,1/19/2021,SLY,"Like a wink or a nudge, maybe",7,29,3.2857142857142856,0.0,False,7,False,False,False,0,False,1,0.2413793103448276,False,False,False,False,False,False,True,False,False
22011,1/19/2021,HOTCOFFEE,"*Sign in a deli window, perhaps",6,31,4.333333333333333,0.0,False,7,False,False,True,0,False,1,0.22580645161290322,False,False,False,False,False,False,True,False,False
22141,1/17/2021,RATEDR,"Violent, maybe",2,14,6.5,0.5,False,2,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
22270,1/16/2021,LAPUP,"Drink from a bowl, maybe",5,24,4.0,0.0,False,5,False,False,False,0,False,1,0.20833333333333334,False,False,False,False,False,False,True,False,False
22310,1/15/2021,FINS,"Change for some sawbucks, maybe",5,31,5.4,0.0,False,5,False,False,False,0,False,1,0.16129032258064516,False,False,False,False,False,False,True,False,False
22319,1/15/2021,SNEAKS,"Goes quietly, perhaps",3,21,6.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
22325,1/15/2021,CUSHY,"Like a good job, maybe",5,22,3.6,0.0,False,5,False,False,False,0,False,1,0.22727272727272727,False,False,False,False,False,False,True,False,False
22432,1/13/2021,USHER,"Two- or four-seater, maybe?",4,27,6.0,0.0,True,7,False,False,False,0,False,1,0.25925925925925924,False,False,False,False,False,False,True,False,False
22454,1/13/2021,EXALT,"Write an ode about, perhaps",5,27,4.6,0.2,False,5,False,False,False,0,False,1,0.18518518518518517,False,False,False,False,False,False,True,False,False
22507,1/12/2021,NEE,"Word in an alumnae directory, maybe",6,35,5.0,0.16666666666666666,False,6,False,False,False,0,False,1,0.17142857142857143,False,False,False,False,False,False,True,False,False
22588,1/11/2021,INTERN,"Worker just for a summer, maybe",6,31,4.333333333333333,0.0,False,6,False,False,False,0,False,1,0.1935483870967742,False,False,False,False,False,False,True,False,False
22787,1/9/2021,RBI,"Result of a clutch hit, maybe, for short",8,40,4.125,0.0,False,9,False,False,False,0,False,2,0.225,False,False,False,False,False,False,True,False,False
23109,1/4/2021,SEEME,"Teacher's note accompanying a bad grade, maybe",7,46,5.714285714285714,0.14285714285714285,False,8,False,False,False,0,False,1,0.17391304347826086,False,False,False,False,False,False,True,False,True
23292,1/2/2021,SASH,"Band for an awards ceremony, maybe",6,34,4.833333333333333,0.16666666666666666,False,6,False,False,False,0,False,1,0.17647058823529413,False,False,False,False,False,False,True,False,False
23299,1/2/2021,ERR,"Show one's humanity, perhaps",4,28,6.25,0.25,False,5,False,False,False,0,False,1,0.17857142857142858,False,False,False,False,False,False,True,False,False
23343,1/2/2021,TULIP,"Fluorescent bulb, maybe",3,23,7.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.13043478260869565,False,False,False,False,False,False,True,False,False
23406,1/1/2021,RESEALED,"Made more waterproof, maybe",4,27,6.0,0.0,False,4,False,False,False,0,False,1,0.14814814814814814,False,False,False,False,False,False,True,False,False
23453,12/31/2020,ANTSY,"Squirming, maybe",2,16,7.5,0.0,False,2,False,False,False,0,False,1,0.125,False,False,False,False,False,False,True,False,False
23503,12/30/2020,FRO,"Do with a pick, maybe",5,21,3.4,0.0,False,5,False,False,False,0,False,1,0.23809523809523808,False,False,False,False,False,False,True,False,False
23586,12/29/2020,LOPS,"Cuts with shears, maybe",4,23,5.0,0.0,False,4,False,False,False,0,False,1,0.17391304347826086,False,False,False,False,False,False,True,False,False
24056,12/23/2020,EMT,"Worker for a hosp., maybe",5,25,4.2,0.0,False,6,False,False,False,1,False,1,0.24,False,False,False,False,False,False,True,False,False
24389,12/19/2020,TOLD,"Got a schoolmate in trouble, maybe",6,34,4.833333333333333,0.16666666666666666,False,6,False,False,False,0,False,1,0.17647058823529413,False,False,False,False,False,False,True,False,False
24443,12/19/2020,REREADS,"Studies more closely, perhaps",4,29,6.5,0.0,False,4,False,False,False,0,False,1,0.13793103448275862,False,False,False,False,False,False,True,False,False
24512,12/18/2020,STATUE,"Center of a circle or square, maybe",7,35,4.142857142857143,0.14285714285714285,False,7,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
24555,12/17/2020,ELFIN,"Small and pointy-eared, perhaps",4,31,7.0,0.0,False,5,False,False,False,0,False,1,0.16129032258064516,False,False,False,False,False,False,True,False,False
24664,12/15/2020,TOTE,"Bag with an NPR logo, maybe",6,27,3.6666666666666665,0.3333333333333333,False,6,False,False,False,0,False,1,0.2222222222222222,False,False,False,False,False,False,True,False,False
24822,12/13/2020,YELP,"React to a stubbed toe, maybe",6,29,4.0,0.16666666666666666,False,6,False,False,False,0,False,1,0.20689655172413793,False,False,False,False,False,False,True,False,False
24884,12/13/2020,EATOUT,"Enjoy some dishes without doing dishes, perhaps",7,47,5.857142857142857,0.14285714285714285,False,7,False,False,False,0,False,1,0.14893617021276595,False,False,False,False,False,False,True,False,False
24958,12/12/2020,RUSTEATEN,"Like cars in a junkyard, maybe",6,30,4.166666666666667,0.0,False,6,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
24989,12/12/2020,UNSEATS,"Wins a race against, perhaps",5,28,4.8,0.0,False,5,False,False,False,0,False,1,0.17857142857142858,False,False,False,False,False,False,True,False,False
25105,12/10/2020,ANTS,"Colonial workers, maybe",3,23,7.0,0.0,False,3,False,False,False,0,False,1,0.13043478260869565,False,False,False,False,False,False,True,False,False
25161,12/9/2020,ADMAN,"Pitch deliverer, perhaps",3,24,7.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.125,False,False,False,False,False,False,True,False,False
25287,12/7/2020,POSTOP,"Like a recovering hosp. patient, perhaps",6,40,5.833333333333333,0.0,False,7,False,False,False,1,False,1,0.175,False,False,False,False,False,False,True,False,False
25307,12/7/2020,TEMP,"Worker paid day by day, maybe",6,29,4.0,0.16666666666666666,False,6,False,False,False,0,False,1,0.20689655172413793,False,False,False,False,False,False,True,False,False
25446,12/6/2020,SCUBA,"Take a dive, maybe",4,18,3.75,0.0,False,4,False,False,False,0,False,1,0.2222222222222222,False,False,False,False,False,False,True,False,False
25465,12/6/2020,EERIE,"Gooseflesh-inducing, maybe",2,26,12.5,0.5,False,3,False,False,False,0,False,1,0.11538461538461539,False,False,False,False,False,False,True,False,False
25576,12/4/2020,SORELOSER,"Rage quitter, maybe",3,19,5.666666666666667,0.0,False,3,False,False,False,0,False,1,0.15789473684210525,False,False,False,False,False,False,True,False,False
25942,11/29/2020,LASE,"Hit with a beam, maybe",5,22,3.6,0.2,False,5,False,False,False,0,False,1,0.22727272727272727,False,False,False,False,False,False,True,False,False
26199,11/26/2020,ITCH,"Medical symptom, maybe",3,22,6.666666666666667,0.0,False,3,False,False,False,0,False,1,0.13636363636363635,False,False,False,False,False,False,True,False,False
26326,11/24/2020,AWED,"Left speechless, maybe",3,22,6.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.13636363636363635,False,False,False,False,False,False,True,False,False
26342,11/24/2020,ALARM,"Dream disrupter, perhaps",3,24,7.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.125,False,False,False,False,False,False,True,False,False
26594,11/21/2020,DVD,"Part of a box set, maybe",6,24,3.1666666666666665,0.0,False,6,False,False,False,0,False,1,0.25,False,False,False,False,False,False,True,False,False
26634,11/20/2020,SWORNIN,"Like presidents with Bibles, maybe",5,34,6.0,0.2,False,5,False,False,False,0,False,1,0.14705882352941177,False,False,False,False,False,False,True,False,False
26675,11/20/2020,REEF,"Shipwreck site, maybe",3,21,6.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
26680,11/19/2020,BLISS,"Ignorance, perhaps",2,18,8.5,0.0,False,2,False,False,False,0,False,1,0.1111111111111111,False,False,False,False,False,False,True,False,False
26893,11/16/2020,GAMER,"One streaming on Twitch, maybe",5,30,5.2,0.2,False,5,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
26992,11/15/2020,RECIPE,"Family secret, perhaps",3,22,6.666666666666667,0.0,False,3,False,False,False,0,False,1,0.13636363636363635,False,False,False,False,False,False,True,False,False
27083,11/14/2020,SASHAY,"Proceed down the runway, perhaps",5,32,5.6,0.0,False,5,False,False,False,0,False,1,0.15625,False,False,False,False,False,False,True,False,False
27111,11/14/2020,ERA,"Historian's specialty, perhaps",3,30,9.333333333333334,0.3333333333333333,False,4,False,False,False,0,False,1,0.13333333333333333,False,False,False,False,False,False,True,False,True
27121,11/14/2020,WARM,"Getting close, perhaps",3,22,6.666666666666667,0.0,False,3,False,False,False,0,False,1,0.13636363636363635,False,False,False,False,False,False,True,False,False
27226,11/12/2020,WADE,"Use hip boots, maybe",4,20,4.25,0.25,False,4,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
27692,11/6/2020,HOSTELS,"Quarters abroad, maybe",3,22,6.666666666666667,0.0,False,3,False,False,False,0,False,1,0.13636363636363635,False,False,False,False,False,False,True,False,False
27737,11/6/2020,RAVES,"Parties with black lights, maybe",5,32,5.6,0.0,False,5,False,False,False,0,False,1,0.15625,False,False,False,False,False,False,True,False,False
27920,11/3/2020,SEDAN,"Four-door, maybe",2,16,7.5,0.5,False,3,False,False,False,0,False,1,0.1875,False,False,False,False,False,False,True,False,False
27928,11/3/2020,HIDEAWAY,"Treehouse or blanket fort, perhaps",5,34,6.0,0.0,False,5,False,False,False,0,False,1,0.14705882352941177,False,False,False,False,False,False,True,False,False
28138,11/1/2020,LIESTILL,"Prepare for a guided meditation, perhaps",6,40,5.833333333333333,0.16666666666666666,False,6,False,False,False,0,False,1,0.15,False,False,False,False,False,False,True,False,False
28169,10/31/2020,ICEBATH,"Post-marathon treatment, maybe",3,30,9.333333333333334,0.3333333333333333,False,4,False,False,False,0,False,1,0.13333333333333333,False,False,False,False,False,False,True,False,False
28176,10/31/2020,BIB,"Protective wear around shellfish, maybe",5,39,7.0,0.0,False,5,False,False,False,0,False,1,0.1282051282051282,False,False,False,False,False,False,True,False,False
28571,10/26/2020,MUCHACHO,"Hombre-to-be, perhaps",2,21,10.0,0.5,False,4,False,False,False,0,False,1,0.19047619047619047,False,False,False,False,False,False,True,False,False
28642,10/25/2020,POINTB,"Final destination, perhaps",3,26,8.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.11538461538461539,False,False,False,False,False,False,True,False,False
