Clue,Expected Answer,Wikipedia Page Title,Title Match,Content Match,Searched Wikipedia Titles
"Execute, as a royal of old",behead,Madame du Barry,False,True,"Thomas Derrick, List of Royal College Colombo alumni, Royal Navy, Royal Noble Consort Huibin Jang, List of people executed by the Tudors, Prince Philip, Duke of Edinburgh, Richard Parker (mutineer), Old Town Square execution, Faisal II, Lucilla, Tower of London, Royal Marines, The Old Gods and the New, Waltheof, Earl of Northumbria, Royal Rumble (2014), Persona 5, Royal manuscripts, British Library, List of English royal consorts, Royal Palace of Madrid, Bill Longley (gunfighter), Royal Doulton, List of people executed for witchcraft, Yakov Yurovsky, Victoria, Princess Royal, Old Babylonian Empire, Thomas Seymour, 1st Baron Seymour of Sudeley, Royal Mint Court, Mary, Princess Royal and Princess of Orange, House of Saud, Royal Rumble (2007), Death by burning, Charles-Henri Sanson, The Man Who Never Was, Barbara Zdunk, Margaret Pole, Countess of Salisbury, British Armed Forces, Henry VIII, Monarchy of the Netherlands, Mark Smeaton, English and British royal mistresses, Hanging, Royal Rumble (1993), Royal Noble Consort Sukbin Choe, Ruth Ellis, Royal Palace of Brussels, Madame du Barry, Royal Prussia, Louis XVII, Achaemenid royal inscriptions, Tritantaechmes"
Classic concert chambers,odea,No Title Match,False,False,"The Chambers Brothers, The Pretenders, Disciples of the 36 Chambers, Chrissie Hynde, Echo chamber, Bill Dickens, The Selfish Giant (folk opera), Mott the Hoople, Yes (band), Tony Goldwyn, Taylor Hawkins, John Deacon, XTC, Wu-Tang Clan, Chilly Gonzales, Red Garland, Sing When You're Winning, Robbie Williams, Ronald Colman, Heart, Meghann Fahy, Mick Ralphs, Chris Barron, Billy Cobham, The Great Gig in the Sky, Missionary (album), List of Ramones concerts, Stevie Wonder, Guns N' Roses, Annabella Lwin, New York Dolls, Tom Morello, Charles Mingus and Friends in Concert, Virginia Credit Union Live!, Budgie (musician), Disney Entertainment, Canned Heat, Liam Finn, The Egyptian Theatre (Boise, Idaho), What the World Needs Now Is Love, Banjo, Verden Allen, Jennifer Lopez, Bread (band), He Ain't Heavy, He's My Brother, Elimination Chamber: Perth, Jimmy Cliff, Senate Theater"
Noted U.S. rock group?,mountrushmore,No Title Match,False,False,"The B-52s, S.E.S. (group), Five (group), Yes (band), United States, Cindy Wilson, Cater 2 U, Back in the U.S.S.R., Kid Rock, S Club, Blood, Sweat & Tears, List of American grunge bands, Since U Been Gone, Huey Lewis and the News, Folk rock, Maná, Little Rock Nine, A Can of Bees, 2023 Little Rock tornado, Alternative rock, Born in the U.S.A., Dwayne Johnson, Rock music, Born in the U.S.A. (song), Progressive rock, List of sibling groups, Patti Smith, Nancy Wilson (rock musician), Chris Rock–Will Smith slapping incident, The Beach Boys, Led Zeppelin, The Equals, Grunge, Gothic rock, Copacetic (Knuckle Puck album), Album-oriented rock, Sweet Smoke, Eagles (band), Rock and roll, The Midnighters, Halestorm, Thank U, The Spinners (American group), Beats Antique, Cake (band), R.E.M., DeGarmo and Key, Claudette Rogers Robinson, Lovers Rock (Sade album), Millbrook U.S.A."
Approximately,moreorless,No Title Match,False,False,"List of common misconceptions, Wikipedia, The Holocaust, Chronology of the universe, Pareto principle, Empirical evidence for the spherical shape of Earth, Alpha Centauri, Generation Alpha, Kepler-442b, Star, 2025 United States federal mass layoffs, Panama Papers, IQ classification, Axial precession, Atmosphere of Earth, Penguin, Equator, Great Year, Season, Dunbar's number, Sinking of the Titanic, Minute and second of arc, Liquefied natural gas, Threads (social network), 1980 eruption of Mount St. Helens, Flanders, Clitoris, Paper size, Betelgeuse, Observable universe, Proxima Centauri, Strauss–Howe generational theory, United States federal budget, Quasar, Solar eclipse, Anal sex, Light-emitting diode, Stellar evolution, World population, Sirius, Earth's inner core, Technological singularity, Kármán line, Normal distribution, Just intonation, For Better or For Worse, 2011 Joplin tornado, Dow Jones Industrial Average, 99942 Apophis, Approximation, Probably approximately correct learning, Hobby Lobby smuggling scandal, Approximately continuous function, Approximate string matching, Silk Road (marketplace), Queen Jane Approximately, Approximate limit, Approximately Infinite Universe, Approximate computing, Approximately finite-dimensional, Epsilon-equilibrium, Approximately finite-dimensional C*-algebra, Efficient approximately fair item allocation, King Dork Approximately, Approximate fibration, Equals sign, The Villages, Florida, Coastline paradox, Douglas C-47 Skytrain, Approximations of π, List of most expensive paintings, Atmospheric pressure, Mole (unit), Anguilla, English units, Raigad Fort, Cummins, Light-year, Decibel, Academic term, Aries (astrology), Xhosa language"
See captain?,pope,Majapahit,False,True,"Twin Peaks, List of characters in the Breaking Bad franchise, Battle of Midway, Cyclops (Marvel Comics), List of Babylon 5 characters, Glossary of nautical terms (A–L), Electoral fraud in the United States, United States Marine Corps, Siege of Mariupol, Piracy in the Caribbean, Gys Hofmeyr, Deepwater Horizon oil spill, Piracy in the Atlantic World, Majapahit, Battle of Long Tan, Bahrain administrative reforms of the 1920s, History of the District of Columbia Fire and Emergency Medical Services Department, List of Psychic Squad characters, Captain (naval), Captain Marvel (film), Captain Hook, Captain America: Brave New World, Captain America, Edward Smith (sea captain), Captain James, Captain America in film, Captain America: The First Avenger, HMS Glowworm (H92), Ernest Medina, The Cannonball Run, Bucky Barnes, Captain America (serial), Captain America: The Winter Soldier, Captain America: Civil War, Captain Britain, Captain Universe, Captain Future, Captain Price, The Room (disambiguation), Captain Tsubasa, Otto Kretschmer, Captain Canuck, Captain Ron, Characters of the Marvel Cinematic Universe: M–Z, Elliot See, The Marvels, Captain EO, Captain Pugwash, Wolfgang Lüth, See (TV series), Captain Ahab, The Captain's Car, Captain John's Harbour Boat Restaurant, The Pee-wee Herman Show, Captain Haddock, Brooklyn Nine-Nine, James Cook, Captains Regent, Captain Beefheart, Falcon (comics), Captain Macheath, Captain Atom, John Hance, The Captain's Daughter, Captain Marvel (DC Comics), List of songs recorded by the Wiggles"
Studio fixtures,easels,No Title Match,False,False,"Studio monitor, Studio 54, Aputure, Nauru Television, Intelligent lighting, Christmas, Minecraft, Lighting, David Johansen, List of The Apothecary Diaries episodes, Call of Duty: Black Ops 6, Paris Hilton, Lady Gaga, Janet Jackson, Jennifer Lopez, NASCAR, Keanu Reeves, Tiffany lamp, SpongeBob SquarePants, Demon 79, Jack Nicholson, O'Lampia Studio, The Sopranos, Toronto, Pete Seeger, Katie Piper, Cheers, Rod Stewart, Adult movie theater, 2024 New Year Honours, Martin Scorsese, Popeye, Terry Crews, Bill Murray, Fall Out Boy, RuPaul, Star Trek: Deep Space Nine, The Shining (film)"
State of equilibrium,stasis,Equilibrium chemistry,False,True,"Balance of power (international relations), Abraham Lincoln, Democracy, Imran Khan, Muhammad, Trumpism, Thomas Jefferson, John Stuart Mill, Thomas Aquinas, David Hume, Bertrand Russell, Marco Rubio, Hugo Chávez, Multiculturalism, Supreme Court of the United States, Racism in the United States, First presidency of Donald Trump, Federal prosecution of Donald Trump (election obstruction case), Foreign policy of the Joe Biden administration, Gottfried Wilhelm Leibniz, Jean-Jacques Rousseau, Hannah Arendt, Donald Trump 2024 presidential campaign, Sexuality in ancient Rome, Attempts to overturn the 2020 United States presidential election, Political positions of Susan Collins, COVID-19 pandemic, Karl Popper, List of Latin phrases (full), Fake news, List of conspiracy theories, Timeline of women's legal rights (other than voting) in the 20th century, Leo Strauss, List of 2021 albums (January–June), Fake news website, COVID-19 misinformation, Thermodynamic equilibrium, Chemical equilibrium, Mechanical equilibrium, Circular flow of income, Todorov's narrative theory of equilibrium, State function, Law of mass action, Mature market, Solubility equilibrium, Equilibrium (film), Stable equilibrium, Equilibrium constant, Non-equilibrium thermodynamics, Stellar evolution, Thermal equilibrium, Laws of thermodynamics, State postulate, Statistical mechanics, Gibbs free energy, Metamorphoses (play), Equilibrium thermodynamics, Hydrostatic equilibrium, Boltzmann equation, Le Chatelier's principle, Thermodynamic state, Gravitational collapse, Bending moment, Covered interest arbitrage, Zeroth law of thermodynamics, Nash equilibrium, Entropy (statistical thermodynamics), Piaget's theory of cognitive development, Ministries in Nineteen Eighty-Four, Neuman systems model, Chemical affinity, Sahajdhari, Vapor, Thermodynamic system, Steady state, Thermodynamics, General equilibrium theory, Dynamic equilibrium (disambiguation), Microscopic reversibility, Heat death of the universe, Historical ecology, Equilibrium chemistry, Perito Moreno Glacier, Free body diagram, Markov perfect equilibrium, Cubic equations of state"
Code-cracking grp.,nsa,Standard (warez),False,True,"Warez scene, Reinforced concrete, Flat roof, List of ISO standards 3000–4999, Rigid inflatable boat, Pipe (fluid conveyance), Glass, Unimog 411, Atmospheric diving suit, Dr. John, Information security, History of the Philippines, Tom Perez, Albion Lowlander, JIM suit, Surface-supplied diving equipment, Surface-supplied diving, Uttar Pradesh Police, History of underwater diving, Leyland Titan (front-engined double-decker), Varèse Sarabande albums discography, 2008 attacks on Uttar Pradeshi and Bihari migrants in Maharashtra, COVID-19 pandemic in Indonesia, Standard (warez)"
Match-ending rugby call,noside,No Title Match,False,False,"Blues (Super Rugby), Ireland national rugby union team, 2024 World Rugby U20 Championship, Six Nations Championship, South Africa national rugby union team, All Stars match, Bulls (rugby union), Australia national rugby union team, 2003 Rugby World Cup final, 2024 Six Nations Championship, 1871 Scotland versus England rugby union match, Field goal (rugby), Highlanders (rugby union), National Rugby League, Bundee Aki, Army Navy Match, Comparison of rugby league and rugby union, Rugby New York, Martin Johnson (rugby union), 2016 Rugby Championship, 2015 Rugby World Cup, Rugby league positions, Michael Hooper (rugby union), 2023 Major League Rugby season, Jason Robinson (rugby), United Rugby Championship, Munster Rugby, Ireland women's national rugby union team, Leinster Rugby, Beauden Barrett, Saracens F.C., New Zealand national rugby union team, Willie John McBride, State of Origin series, 2005 British & Irish Lions tour to New Zealand, Spain national rugby union team, John Allan (rugby union), Ange Capuozzo, Matt Perry (rugby union), Nico Janse van Rensburg, Belgian Rugby Federation, History of rugby union matches between Australia and New Zealand, Paul Roos (rugby union), Jonah Lomu, David Pocock, Jordie Barrett, RFL Championship, Top 14, Rugby union in France, 2011 Rugby World Cup squads"
Bygone sovereign,shah,Merv,False,True,"List of The Venture Bros. characters, Africa, Sovereign's Prize, Galle Fort, Treason Felony Act 1848, Ted Turner, Common scold, Lesotho, Henry Kissinger, Yola dialect, History of Ukraine, Cumans, Flag of Germany, Gujarati people, Timeline of the name Palestine, Wales, Xiongnu language, Republicanism in the United Kingdom, Liverpool, Réunion, Ignaz Friedman, Merv, Warsaw, Mother goddess, Names of China, Maximilian I, Holy Roman Emperor, South Benfleet, Belford, Northumberland, 21st birthday speech of Princess Elizabeth, Dunwich, Hunter: The Reckoning, List of Blackadder characters, H. L. Mencken, Ioannis Kapodistrias, 1952 Egyptian revolution, Great Moravia, Buckfastleigh, Twenty, Lincolnshire, Notting Hill, Neoclassical architecture in Russia, History of modern Greece, List of heads of former ruling families"
Dance-a-___,thon,Maha Shivaratri,False,True,"Dance Gavin Dance, Dance Dance Dance (novel), Dance, Dance, Dance, Dance, Dance, Dance Dance Revolution, Dance Dance (film), Dance India Dance, Dance, Kid, Dance, Dance Bangla Dance, Dance Jodi Dance, A Dance with Dragons, Dance, Girl, Dance, Dance Dance Danseur, The Dance, Dance with a Stranger, Dance Dance Revolution A, Dance!, Dance Devil Dance, Venom: The Last Dance, List of dance styles, Dance, Fools, Dance, Dance Baby Dance, Confessions on a Dance Floor, Dance improvisation, Dance Raja Dance, Dance Dance Revelation, Dance Girl Dance, Dance Dance Dance (British TV series), Dancé, Charles Dance, Last Dance, Dance Maharashtra Dance, Dance On!, Dance music, Dance Dance Revolution (disambiguation), Dance, Voldo, Dance, Dance Dance Revolution World, Dance Dance Immolation, Dance to This, Dance, Dance, Dance (Yowsah, Yowsah, Yowsah), Dance Dance Revolution Extreme, Dance Dance Revolution Solo, Maha Shivaratri, Dance, Dance, Dance (The Beach Boys song), Dance Dance Dragon, Dance Dance Revolution A20, Dance of the Hours, Irish dance, Salsa (dance)"
Build on,addto,No Title Match,False,False,"Build! Build! Build!, Build-on-demand, Software build, Build-A-Bear Workshop, To Build a Home, Windows 11, version 24H2, Microsoft Build, Smoke testing (software), Incremental build (build system), Broaden-and-build, Design–build, Gracie Abrams, Hadestown, Public–private partnership, Windows 8, Medium Build, Rodrigo Duterte, Build Better More, Build–operate–transfer, Static build, Daily build, Field of Dreams, Adrian Newey, Windows 11, Build the Earth, Build to order, Buildup, Firefox, You didn't build that, Gundam, SteamWorld Build, Build (song), To Build a Fire, Minecraft, Software release life cycle, Windows 10, BYD Company, Buy Then Build, Mexico–United States border wall, Back-chaining, How to Build a Girl, Build (game engine), Build Divide, Build to stock, Continuous integration, Build system (software development), Build Back Better Plan, Build a better mousetrap, and the world will beat a path to your door, Build King"
Military dismissal,marchingorders,No Title Match,False,False,"Dismissal of U.S. attorneys controversy, Cashiering, Dan Caine, Rustam Muradov, Relief of Douglas MacArthur, Charles L. Plummer, Battle of Vuhledar, Dismissal of U.S. attorneys controversy timeline, McFarland incident, Military discharge, Armed Forces of Ukraine, Alleged CIA involvement in the Whitlam dismissal, Military service, Military dictatorship of Chile, Henry Ossian Flipper, Resignation of Jehangir Karamat, Transgender personnel in the United States military, Joseph B. Berger III, Dismissal of James Comey, Military justice, Uniformed services pay grades of the United States, Jordanian Armed Forces, 2024 German government crisis, Military recruit training, Women in the military, Uniform Code of Military Justice, Dismissal and death of Khalid ibn al-Walid, Robert Kissane, Francis Charteris (rake), 1964 Brazilian coup d'état, Valerii Zaluzhnyi, Napoleon, Virginia Military Institute, Indo-Pakistani war of 1971, Offences against military law in the United Kingdom, Royal Thai Armed Forces, Anthony Woods, Military tribunals in the United States, Drumming out, List of ministers of defense (Ukraine), Brian Wilson (news correspondent), Courts-martial of the United States, Pine Gap, Abdourahamane Tchiani, Christian Lindner, Civil control of the military, Kunio Kishida, Military courts of the United Kingdom, Court-martial of Terry Lakin"
