,Date,Word,Clue,_f_number words,_f_length of clue,_f_avg word length,_f_percentage words that are upper-case,_f_ends in question,_f_no alphabet characters,_f_is quote,_f_contains underscore,_f_contains asterisk,_f_number of non-consecutive periods in clue,_f_is ellipsis in clue,_f_number commas in clue,_f_number non a-z or 1-9 characters in clue,_f_contains e.g.,_f_contains etc.,_f_contains in short,_f_contains briefly,_f_contains dir.,_f_contains exclamation,_f_contains kind of,_f_contains bible clue,"_f_contains ,maybe or ,perhaps",_f_contains word before,_f_MentionsProfession
31150,9/22/2020,AMFM,Kind of radio,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
31234,9/21/2020,LANAI,Hawaiian kind of porch,4,22,4.75,0.0,False,3,False,False,False,0,True,0,0.13636363636363635,False,False,False,False,False,False,True,False,False,False,False
31252,9/21/2020,KOI,Kind of pond in a Japanese garden,7,33,3.857142857142857,0.2857142857142857,False,6,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
31353,9/20/2020,LIEDETECTOR,Kind of test with unproven accuracy,6,35,5.0,0.16666666666666666,False,5,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
31435,9/19/2020,KONA,Kind of bean on the Big Island,7,30,3.4285714285714284,0.42857142857142855,False,6,False,False,False,0,True,0,0.2,False,False,False,False,False,False,True,False,False,False,False
31450,9/19/2020,USER,Kind of ID,3,10,2.6666666666666665,0.6666666666666666,False,2,False,False,False,0,True,0,0.2,False,False,False,False,False,False,True,False,False,False,False
31565,9/17/2020,LYME,Kind of disease with a telltale bull's-eye rash,8,47,5.0,0.125,False,9,False,False,False,0,True,0,0.19148936170212766,False,False,False,False,False,False,True,False,False,False,False
31669,9/16/2020,ATOMIC,Kind of number in chemistry,5,27,4.6,0.2,False,4,False,False,False,0,True,0,0.14814814814814814,False,False,False,False,False,False,True,False,False,False,False
31735,9/15/2020,NEAP,Kind of tide,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
31935,9/13/2020,AMINO,Kind of acid,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
31966,9/12/2020,JELLO,Kind of mold,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
32052,9/11/2020,TARSAL,Kind of bone near the tibia and fibula,8,38,3.875,0.125,False,7,False,False,False,0,True,0,0.18421052631578946,False,False,False,False,False,False,True,False,False,False,False
32098,9/10/2020,SIM,Kind of card,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
32402,9/6/2020,GENOA,Kind of salami,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
32413,9/6/2020,ASIAN,Kind of pear that resembles an apple,7,36,4.285714285714286,0.14285714285714285,False,6,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
32545,9/5/2020,MOB,Kind of rule,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
32725,9/2/2020,ANGER,Kind of management,3,18,5.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.1111111111111111,False,False,False,False,False,False,True,False,False,False,False
32851,8/31/2020,USB,Kind of connection port on a PC,7,31,3.5714285714285716,0.2857142857142857,False,6,False,False,False,0,True,0,0.1935483870967742,False,False,False,False,False,False,True,False,False,False,False
33083,8/29/2020,MOOSHU,Kind of pork,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
33131,8/28/2020,GENE,Kind of therapy,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
34217,8/14/2020,MODAL,Kind of verb in grammar,5,23,3.8,0.2,False,4,False,False,False,0,True,0,0.17391304347826086,False,False,False,False,False,False,True,False,False,False,False
34474,8/10/2020,NERF,Kind of ball that's supersoft,5,29,5.0,0.2,False,5,False,False,False,0,True,0,0.1724137931034483,False,False,False,False,False,False,True,False,False,False,False
34533,8/9/2020,MECHANICAL,Kind of drawing,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
34703,8/8/2020,PEA,Kind of coat,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
35038,8/3/2020,GLEE,Kind of club for singers,5,24,4.0,0.2,False,4,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
35667,7/26/2020,ABC,Kind of order for the circled letters in this puzzle,10,52,4.3,0.1,False,9,False,False,False,0,True,0,0.17307692307692307,False,False,False,False,False,False,True,False,False,False,False
35716,7/25/2020,OPENTOE,Kind of shoe that shouldn't be worn in a factory,10,48,3.9,0.1,False,10,False,False,False,0,True,0,0.20833333333333334,False,False,False,False,False,False,True,False,False,False,False
36007,7/21/2020,SIM,Kind of card in a smartphone,6,28,3.8333333333333335,0.16666666666666666,False,5,False,False,False,0,True,0,0.17857142857142858,False,False,False,False,False,False,True,False,False,False,False
36223,7/19/2020,CAPRI,Kind of pants,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
36526,7/14/2020,TELEX,Kind of message made obsolescent by faxes,7,41,5.0,0.14285714285714285,False,6,False,False,False,0,True,0,0.14634146341463414,False,False,False,False,False,False,True,False,False,False,False
36795,7/11/2020,SIM,Kind of card in cellphones,5,26,4.4,0.2,False,4,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
37544,7/1/2020,OXEYE,Kind of daisy,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
37684,6/29/2020,MERIT,Kind of badge for a scout,6,25,3.3333333333333335,0.16666666666666666,False,5,False,False,False,0,True,0,0.2,False,False,False,False,False,False,True,False,False,False,False
37784,6/28/2020,ETHIOPIAN,Kind of cuisine that's often eaten with one's hands,9,51,4.777777777777778,0.1111111111111111,False,10,False,False,False,0,True,0,0.19607843137254902,False,False,False,False,False,False,True,False,False,False,False
37945,6/26/2020,CON,Kind of artist who's not very good?,7,35,4.142857142857143,0.14285714285714285,True,8,False,False,False,0,True,0,0.22857142857142856,False,False,False,False,False,False,True,False,False,False,True
38222,6/22/2020,OUIJA,Kind of board with letters printed on it,8,40,4.125,0.125,False,7,False,False,False,0,True,0,0.175,False,False,False,False,False,False,True,False,False,False,False
38261,6/21/2020,ACORN,Kind of squash,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
38470,6/19/2020,VIP,Kind of pass,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
38561,6/17/2020,OLEIC,Kind of acid,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
38867,6/14/2020,FOLIC,Kind of acid found in asparagus,6,31,4.333333333333333,0.16666666666666666,False,5,False,False,False,0,True,0,0.16129032258064516,False,False,False,False,False,False,True,False,False,False,False
38959,6/13/2020,FALLOUT,Kind of shelter,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
38964,6/13/2020,GOTHIC,Kind of type used in the Gutenberg Bible,8,40,4.125,0.375,False,7,False,False,False,0,True,0,0.175,False,False,False,False,False,False,True,True,False,False,False
39726,6/2/2020,FAVA,"Kind of bean mentioned memorably in ""The Silence of the Lambs""",11,62,4.7272727272727275,0.36363636363636365,False,12,False,False,False,0,True,0,0.1935483870967742,False,False,False,False,False,False,True,False,False,False,False
40751,5/20/2020,BIBB,Tender kind of lettuce,4,22,4.75,0.0,False,3,False,False,False,0,True,0,0.13636363636363635,False,False,False,False,False,False,True,False,False,False,False
40794,5/19/2020,EXIT,Kind of row with extra legroom,6,30,4.166666666666667,0.16666666666666666,False,5,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
41248,5/13/2020,DRAW,Kind of poker,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
41394,5/11/2020,RUMP,Kind of roast,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
41507,5/10/2020,IONIC,Kind of column seen on the Jefferson Memorial,8,45,4.75,0.375,False,7,False,False,False,0,True,0,0.15555555555555556,False,False,False,False,False,False,True,False,False,False,False
41649,5/8/2020,ANEROID,Kind of barometer that doesn't use liquid,7,41,5.0,0.14285714285714285,False,7,False,False,False,0,True,0,0.17073170731707318,False,False,False,False,False,False,True,False,False,False,False
41987,5/3/2020,FAD,Kind of diet,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
42097,5/2/2020,MED,Kind of student,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,True
42106,5/2/2020,NOSALT,Kind of diet that can help lower blood pressure,9,47,4.333333333333333,0.1111111111111111,False,8,False,False,False,0,True,0,0.1702127659574468,False,False,False,False,False,False,True,False,False,False,False
42115,5/2/2020,SHAG,Kind of rug that's bad to lose an earring in,10,44,3.5,0.1,False,10,False,False,False,0,True,0,0.22727272727272727,False,False,False,False,False,False,True,False,False,False,False
42652,4/25/2020,KODIAK,Kind of bear,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
42867,4/22/2020,STOPLOSS,Kind of order on Wall Street,6,28,3.8333333333333335,0.5,False,5,False,False,False,0,True,0,0.17857142857142858,False,False,False,False,False,False,True,False,False,False,False
43016,4/20/2020,BREECH,Kind of birth with a rear-first delivery,7,40,4.857142857142857,0.14285714285714285,False,7,False,False,False,0,True,0,0.175,False,False,False,False,False,False,True,False,False,False,False
43127,4/19/2020,NIELSEN,Kind of rating,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
43323,4/16/2020,SKYE,Kind of terrier,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
43690,4/12/2020,ROE,Kind of deer,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
43928,4/8/2020,REDTAG,Kind of sale,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
43961,4/8/2020,SAC,Kind of fly,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
44226,4/5/2020,POPUP,Kind of book or ad,5,18,2.8,0.2,False,4,False,False,False,0,True,0,0.2222222222222222,False,False,False,False,False,False,True,False,False,False,False
44517,4/1/2020,NACHO,Kind of chip,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
44822,3/28/2020,INT,Kind of shot that's the opposite of a 38-Down in a screenplay,12,61,4.166666666666667,0.08333333333333333,False,15,False,False,False,0,True,0,0.21311475409836064,False,False,False,False,False,False,True,False,False,False,False
44826,3/28/2020,ETESIAN,Kind of wind across the Aegean,6,30,4.166666666666667,0.3333333333333333,False,5,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
44851,3/28/2020,EXT,Kind of shot that's the opposite of a 47-Across in a screenplay,12,63,4.333333333333333,0.08333333333333333,False,15,False,False,False,0,True,0,0.20634920634920634,False,False,False,False,False,False,True,False,False,False,False
44872,3/27/2020,SINE,Kind of wave,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
45430,3/20/2020,ALTO,Kind of horn pitched in E&flat;,6,31,4.333333333333333,0.3333333333333333,False,7,False,False,False,0,True,0,0.22580645161290322,False,False,False,False,False,False,True,False,False,False,False
45672,3/17/2020,OXEYE,Kind of daisy,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
45745,3/16/2020,YESNO,Kind of question you have a 50% chance of guessing correctly,11,60,4.545454545454546,0.09090909090909091,False,13,False,False,False,0,True,0,0.18333333333333332,False,False,False,False,False,False,True,False,False,False,False
45974,3/13/2020,NEAPOLITAN,Kind of ice cream,4,17,3.5,0.25,False,3,False,False,False,0,True,0,0.17647058823529413,False,False,False,False,False,False,True,False,False,False,False
46355,3/8/2020,FERRIS,Kind of wheel,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
46633,3/4/2020,SALTY,Kind of language used by sailors,6,32,4.5,0.16666666666666666,False,5,False,False,False,0,True,0,0.15625,False,False,False,False,False,False,True,False,False,False,False
46768,3/2/2020,GRANITE,Kind of rock for which New Hampshire is known,9,45,4.111111111111111,0.3333333333333333,False,8,False,False,False,0,True,0,0.17777777777777778,False,False,False,False,False,False,True,False,False,False,False
46799,3/2/2020,TYPEA,Kind of personality a go-getter has,6,35,5.0,0.16666666666666666,False,6,False,False,False,0,True,0,0.17142857142857143,False,False,False,False,False,False,True,False,False,False,False
47400,2/23/2020,MERIT,Kind of scholarship,3,19,5.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.10526315789473684,False,False,False,False,False,False,True,False,False,False,False
